pond_id,region,date,measurement_type,time,group,pond_type,staff_member,equipment,is_follow_up,dissolved_oxygen_mg_l,ph,ammonia_tan_mg_l,ammonia_nh3_mg_l,ammonia_tan_as_nh3_mg_l,turbidity_cm,temperature_c,water_color,tds_ppt,weather,is_in_range,parameters_out_of_range,corrective_action_requested,corrective_action_implemented,corrective_action_effective
pond_2e0e9d1a,West Godavari,2025-12-16,Morning,08:15,Outcome evaluation,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.7,8.07,,0.01,0.25,,24.0,Saturated green,,Sunny,True,,,,
pond_d8d30ad3,West Godavari,2025-12-16,Morning,08:13,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.2,8.14,,0.02,0.25,,23.7,Dark green,,Sunny,True,,,,
pond_ee1be8cb,West Godavari,2025-12-16,Morning,08:04,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,3.2,8.07,,0.02,0.25,,25.2,Dark green,,Sunny,True,,,,
pond_283dc502,West Godavari,2025-12-16,Morning,08:02,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.8,8.23,,0.02,0.25,,23.5,Dark green,,Sunny,True,,,,
pond_c8879b29,West Godavari,2025-12-16,Morning,07:55,Outcome evaluation,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.3,8.15,,0.0,0.0,,23.8,Saturated green,,Sunny,True,,,,
pond_f5213f43,West Godavari,2025-12-16,Morning,07:51,Outcome evaluation,Control,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.7,8.11,,0.02,0.25,,23.5,Dark green,,Sunny,True,,,,
pond_9a0003fb,West Godavari,2025-12-16,Morning,07:49,Outcome evaluation,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.2,8.17,,0.02,0.25,,24.1,Saturated green,,Sunny,True,,,,
pond_f86d5d94,West Godavari,2025-12-16,Morning,07:48,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,3.4,7.91,,0.01,0.25,,25.4,Dark green,,Sunny,True,,,,
pond_8e6046b4,West Godavari,2025-12-16,Morning,07:35,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,2.8,8.04,,0.02,0.25,,25.6,Dark green,,Sunny,False,Dissolved Oxygen,,,
pond_5f9e292b,West Godavari,2025-12-16,Morning,07:34,Outcome evaluation,Control,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.7,8.2,,0.02,0.25,,24.3,Saturated green,,Sunny,True,,,,
pond_da579dd5,Nellore,2025-12-15,Evening,16:28,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)",False,8.8,8.08,,,,,29.8,Light brown,,"Sunny, Cloud cover 25%",True,,,,
pond_da579dd5,Nellore,2025-12-15,Morning,07:10,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)",False,3.7,7.79,,0.0,0.0,,24.9,Light brown,,"Sunny, Cloud cover 75%, Foggy",True,,,,
pond_f6d09111,West Godavari,2025-12-12,Evening,16:27,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,11.4,8.4,,,,,26.0,Light green,,Sunny,True,,,,
pond_27785ee9,West Godavari,2025-12-12,Evening,16:17,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.9,8.16,,,,,25.9,Light green,,Sunny,True,,,,
pond_690fd7d6,West Godavari,2025-12-12,Evening,16:09,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.8,8.13,,,,,26.4,Dark green,,Sunny,True,,,,
pond_f6d09111,West Godavari,2025-12-12,Morning,08:15,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.2,8.24,,0.02,0.25,,24.0,Light green,,Sunny,True,,,,
pond_27785ee9,West Godavari,2025-12-12,Morning,07:45,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.4,8.05,,0.0,0.0,,23.9,Light green,,Sunny,True,,,,
pond_690fd7d6,West Godavari,2025-12-12,Morning,07:38,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.1,8.02,,0.01,0.25,,23.8,Dark green,,Sunny,True,,,,
pond_05d9df8f,West Godavari,2025-12-11,Evening,16:20,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",False,10.5,8.35,,,,,26.8,Saturated green,,Sunny,True,,,,
pond_89aabef8,West Godavari,2025-12-11,Evening,16:02,Regular ara pond,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",False,11.6,8.48,,,,,26.9,Saturated green,,Sunny,True,,,,
pond_f18f1d57,Nellore,2025-12-11,Evening,15:53,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)",False,11.0,8.11,,,,,29.8,Light brown,,"Sunny, Cloud cover 50%",True,,,,
pond_09f0cd92,Nellore,2025-12-11,Evening,15:45,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)",False,9.7,8.01,,,,,29.3,Dark green,,"Sunny, Cloud cover 50%",True,,,,
pond_05d9df8f,West Godavari,2025-12-11,Morning,08:00,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.3,7.88,,0.01,0.25,,25.6,Saturated green,,Sunny,True,,,,
pond_89aabef8,West Godavari,2025-12-11,Morning,07:35,Regular ara pond,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.1,8.06,,0.02,0.25,,25.3,Saturated green,,Sunny,True,,,,
pond_f18f1d57,Nellore,2025-12-11,Morning,07:19,Regular ara pond,Treatment,Chandu,"API Ammonia Test Kit, pH pen #8, Winkler's Method (DO)",False,4.8,7.89,,0.0,0.0,,25.6,Light brown,,"Sunny, Cloud cover 75%, Foggy",True,,,,
pond_09f0cd92,Nellore,2025-12-11,Morning,07:02,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)",False,4.2,7.69,,0.01,0.25,,25.4,Dark green,,"Sunny, Cloud cover 75%, Foggy",True,,,,
pond_1c1e7d4b,Nellore,2025-12-10,Evening,16:32,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)",False,10.6,8.14,,,,,27.2,Transparent,,"Sunny, Cloud cover 75%",True,,,,
pond_c30c0534,Nellore,2025-12-10,Evening,16:20,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)",False,8.5,8.16,,,,,27.6,Transparent,,"Sunny, Cloud cover 75%",True,,,,
pond_4302964d,West Godavari,2025-12-10,Evening,16:13,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",False,10.1,8.48,,,,,27.9,Dark green,,Sunny,True,,,,
pond_1d648007,Nellore,2025-12-10,Evening,16:07,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)",False,9.5,8.01,,,,,28.2,Transparent,,"Sunny, Cloud cover 75%",True,,,,
pond_bd0e0d33,West Godavari,2025-12-10,Evening,15:44,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",False,10.3,8.44,,,,,27.8,Dark green,,Sunny,True,,,,
pond_4302964d,West Godavari,2025-12-10,Morning,07:50,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,3.2,8.04,,0.01,0.25,,25.4,Dark green,,Sunny,True,,,,
pond_1c1e7d4b,Nellore,2025-12-10,Morning,07:16,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)",False,4.0,7.99,,0.0,0.0,,25.7,Transparent,,"Sunny, Cloud cover 75%, Foggy",True,,,,
pond_c30c0534,Nellore,2025-12-10,Morning,07:04,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)",False,3.2,7.92,,0.01,0.25,,25.0,Transparent,,"Cloud cover 100%, Foggy",True,,,,
pond_1d648007,Nellore,2025-12-10,Morning,06:51,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)",False,3.9,7.82,,0.0,0.0,,25.5,Transparent,,"Sunny, Cloud cover 75%, Foggy",True,,,,
pond_bd0e0d33,West Godavari,2025-12-10,Morning,06:47,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,4.0,8.09,,0.03,0.5,,25.6,Dark green,,Sunny,True,,,,
pond_3a0067e4,West Godavari,2025-12-09,Evening,16:15,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.4,8.05,,,,,26.1,Light green,,Sunny,True,,,,
pond_edb67ba0,Nellore,2025-12-09,Evening,16:14,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)",False,10.0,8.1,,,,,30.1,Transparent,,"Sunny, Cloud cover 50%",True,,,,
pond_d5629838,West Godavari,2025-12-09,Evening,16:03,Outcome evaluation,Control,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,11.1,8.1,,,,,26.0,Dark green,,Sunny,True,,,,
pond_bd0f4fd7,Nellore,2025-12-09,Evening,15:53,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)",False,8.7,8.11,,,,,30.1,Transparent,,"Sunny, Cloud cover 50%",True,,,,
pond_c01f770d,West Godavari,2025-12-09,Evening,15:52,Outcome evaluation,Control,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.9,8.09,,,,,25.8,Dark green,,Sunny,True,,,,
pond_95fa2b00,Nellore,2025-12-09,Evening,15:47,Regular ara pond,Treatment,Chandu,"pH pen #8, Winkler's Method (DO)",False,8.4,8.09,,,,,29.3,Light brown,,"Sunny, Cloud cover 50%",True,,,,
pond_b296eebf,West Godavari,2025-12-09,Evening,15:41,Outcome evaluation,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,11.6,8.05,,,,,25.9,Saturated green,,Sunny,True,,,,
pond_3a0067e4,West Godavari,2025-12-09,Morning,08:11,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.7,7.89,,0.02,0.5,,23.7,Light green,,Sunny,True,,,,
pond_d5629838,West Godavari,2025-12-09,Morning,08:01,Outcome evaluation,Control,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.2,7.8,,0.01,0.25,,24.0,Dark green,,Sunny,True,,,,
pond_c01f770d,West Godavari,2025-12-09,Morning,07:52,Outcome evaluation,Control,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.5,7.85,,0.01,0.25,,23.9,Dark green,,Sunny,True,,,,
pond_b296eebf,West Godavari,2025-12-09,Morning,07:41,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.4,7.97,,0.01,0.25,,23.5,Saturated green,,Sunny,True,,,,
pond_bd0f4fd7,Nellore,2025-12-09,Morning,07:10,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)",False,3.4,7.88,,0.0,0.0,,25.5,Transparent,,"Sunny, Cloud cover 75%, Foggy",True,,,,
pond_95fa2b00,Nellore,2025-12-09,Morning,06:53,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)",False,3.4,7.96,,0.01,0.25,,25.3,Light brown,,"Cloud cover 100%, Foggy",True,,,,
pond_edb67ba0,Nellore,2025-12-09,Morning,06:34,Regular ara pond,Treatment,Chandu,"pH pen #8, API Ammonia Test Kit, Winkler's Method (DO)",False,4.7,7.93,,0.0,0.0,,24.9,Transparent,,"Sunny, Cloud cover 75%, Foggy",True,,,,
pond_a59c9ac7,West Godavari,2025-12-08,Evening,16:12,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,9.5,8.41,,,,,27.9,Dark green,,Sunny,True,,,,
pond_16becad9,West Godavari,2025-12-08,Evening,16:10,Outcome evaluation,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,11.3,8.19,,,,,25.9,Dark green,,Sunny,True,,,,
pond_166e730f,West Godavari,2025-12-08,Evening,16:01,Outcome evaluation,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,11.1,8.39,,,,,25.8,Dark green,,Sunny,True,,,,
pond_a6578b7f,West Godavari,2025-12-08,Evening,15:50,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",False,9.2,8.39,,,,,27.6,Dark green,,Sunny,True,,,,
pond_e797c43a,West Godavari,2025-12-08,Evening,15:50,Outcome evaluation,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.9,8.35,,,,,25.5,Dark green,,Sunny,True,,,,
pond_e25b2cfc,West Godavari,2025-12-08,Evening,15:40,Outcome evaluation,Control,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.6,8.39,,,,,25.3,Dark green,,Sunny,True,,,,
pond_16becad9,West Godavari,2025-12-08,Morning,08:13,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.2,8.05,,0.01,0.25,,24.0,Dark green,,Sunny,True,,,,
pond_166e730f,West Godavari,2025-12-08,Morning,07:57,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.4,8.21,,0.02,0.25,,23.9,Dark green,,Sunny,True,,,,
pond_a59c9ac7,West Godavari,2025-12-08,Morning,07:50,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,4.0,8.07,,0.02,0.25,,25.1,Dark green,,Sunny,True,,,,
pond_e797c43a,West Godavari,2025-12-08,Morning,07:43,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.5,8.2,,0.0,0.0,,23.8,Dark green,,Sunny,True,,,,
pond_e25b2cfc,West Godavari,2025-12-08,Morning,07:31,Outcome evaluation,Control,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.7,8.22,,0.0,0.0,,23.9,Dark green,,Sunny,True,,,,
pond_a6578b7f,West Godavari,2025-12-08,Morning,07:29,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,3.8,7.89,,0.01,0.25,,25.2,Dark green,,Sunny,True,,,,
pond_ac7bb683,West Godavari,2025-12-06,Evening,16:00,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",False,10.1,8.39,,,,,27.9,Dark green,,Sunny,True,,,,
pond_55356fc9,West Godavari,2025-12-06,Evening,15:48,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",True,9.3,8.94,,,,,27.8,Dark green,,Sunny,False,Ph,,,
pond_55356fc9,West Godavari,2025-12-06,Morning,07:58,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",True,2.5,8.39,,0.13,1.0,,25.6,Dark green,,Sunny,False,"Dissolved Oxygen, Ammonia Nh3",,,False
pond_ac7bb683,West Godavari,2025-12-06,Morning,07:49,Regular ara pond,Treatment,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,3.7,7.97,,0.01,0.25,,25.6,Dark green,,Sunny,True,,,,
pond_02b8575a,West Godavari,2025-12-05,Evening,16:30,Outcome evaluation,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.6,8.35,,,,,26.6,Saturated green,,Cloud cover 50%,True,,,,
pond_adeaf27b,West Godavari,2025-12-05,Evening,16:23,Outcome evaluation,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.6,8.3,,,,,25.7,Dark green,,Cloud cover 50%,True,,,,
pond_21320075,West Godavari,2025-12-05,Evening,16:12,Outcome evaluation,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.3,8.33,,,,,26.1,Dark green,,Cloud cover 50%,True,,,,
pond_69509b5b,West Godavari,2025-12-05,Evening,16:02,Regular ara pond,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.1,8.4,,,,,26.0,Dark green,,Cloud cover 50%,True,,,,
pond_8902ecd3,West Godavari,2025-12-05,Evening,15:56,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",False,9.1,8.38,,,,,27.6,Dark green,,Sunny,True,,,,
pond_4a880fc8,West Godavari,2025-12-05,Evening,15:49,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",False,9.0,8.46,,,,,27.9,Dark green,,Sunny,True,,,,
pond_7eadb9bf,West Godavari,2025-12-05,Evening,15:40,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",False,8.7,8.41,,,,,28.2,Dark green,,Sunny,True,,,,
pond_02b8575a,West Godavari,2025-12-05,Morning,08:13,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,4.3,8.23,,0.02,0.25,,24.5,Saturated green,,Sunny,True,,,,
pond_adeaf27b,West Godavari,2025-12-05,Morning,07:58,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.4,8.17,,0.02,0.25,,24.6,Dark green,,Sunny,True,,,,
pond_7eadb9bf,West Godavari,2025-12-05,Morning,07:52,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,3.7,7.86,,0.01,0.25,,25.2,Dark green,,Sunny,True,,,,
pond_21320075,West Godavari,2025-12-05,Morning,07:49,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.1,8.25,,0.02,0.25,,24.6,Dark green,,Sunny,True,,,,
pond_4a880fc8,West Godavari,2025-12-05,Morning,07:47,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,3.5,7.94,,0.01,0.25,,25.4,Dark green,,Sunny,True,,,,
pond_8902ecd3,West Godavari,2025-12-05,Morning,07:39,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,3.4,7.76,,0.01,0.25,,25.2,Dark green,,Sunny,True,,,,
pond_69509b5b,West Godavari,2025-12-05,Morning,07:38,Regular ara pond,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.7,8.22,,0.0,0.0,,24.5,Dark green,,Sunny,True,,,,
pond_41a4dead,West Godavari,2025-12-04,Evening,16:30,Outcome evaluation,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.5,8.39,,,,,27.2,Saturated green,,Sunny,True,,,,
pond_11799705,West Godavari,2025-12-04,Evening,16:24,Outcome evaluation,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",False,9.7,8.45,,,,,26.7,Saturated green,,Sunny,True,,,,
pond_e6185c34,West Godavari,2025-12-04,Evening,16:20,Outcome evaluation,Control,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.7,8.17,,,,,27.2,Dark green,,Sunny,True,,,,
pond_195e5b24,West Godavari,2025-12-04,Evening,16:15,Outcome evaluation,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",False,11.9,8.49,,,,,27.1,Saturated green,,Sunny,True,,,,
pond_90dd090b,West Godavari,2025-12-04,Evening,16:10,Outcome evaluation,Control,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.6,8.25,,,,,27.1,Dark green,,Sunny,True,,,,
pond_2e0e9d1a,West Godavari,2025-12-04,Evening,16:05,Outcome evaluation,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",False,9.8,8.43,,,,,27.1,Saturated green,,Sunny,True,,,,
pond_6772b310,West Godavari,2025-12-04,Evening,15:50,Outcome evaluation,Treatment,Ravi,"pH pen #11, Thermometer #4, Winkler's Method (DO)",False,10.3,8.35,,,,,27.0,Saturated green,,Sunny,True,,,,
pond_55356fc9,West Godavari,2025-12-04,Evening,15:50,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",False,8.2,8.91,,,,,27.9,Dark green,,Sunny,False,Ph,,,
pond_8e6046b4,West Godavari,2025-12-04,Evening,15:37,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO)",True,9.2,8.39,,,,,27.2,Dark green,,Sunny,True,,,,
pond_41a4dead,West Godavari,2025-12-04,Morning,08:18,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.5,8.29,,0.0,0.0,,24.6,Saturated green,,Sunny,True,,,,
pond_e6185c34,West Godavari,2025-12-04,Morning,08:06,Outcome evaluation,Control,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.8,8.06,,0.01,0.25,,24.3,Dark green,,Sunny,True,,,,
pond_90dd090b,West Godavari,2025-12-04,Morning,07:52,Outcome evaluation,Control,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.7,8.15,,0.02,0.25,,24.8,Dark green,,Sunny,True,,,,
pond_55356fc9,West Godavari,2025-12-04,Morning,07:40,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,2.4,8.36,,0.12,1.0,,25.4,Dark green,,Sunny,False,"Dissolved Oxygen, Ammonia Nh3",,,
pond_11799705,West Godavari,2025-12-04,Morning,07:40,Outcome evaluation,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.3,8.22,,0.02,0.25,,24.0,Saturated green,,Sunny,True,,,,
pond_6772b310,West Godavari,2025-12-04,Morning,07:40,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.5,8.21,,0.02,0.25,,24.9,Saturated green,,Sunny,True,,,,
pond_195e5b24,West Godavari,2025-12-04,Morning,07:28,Outcome evaluation,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.5,8.14,,0.02,0.25,,24.6,Saturated green,,Sunny,True,,,,
pond_8e6046b4,West Godavari,2025-12-04,Morning,07:18,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",True,1.6,7.99,,0.01,0.25,,25.4,Dark green,,Sunny,False,Dissolved Oxygen,,,False
pond_2e0e9d1a,West Godavari,2025-12-04,Morning,07:15,Outcome evaluation,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.1,8.09,,0.02,0.25,,24.3,Saturated green,,Sunny,True,,,,
pond_5f9e292b,West Godavari,2025-12-03,Evening,16:14,Outcome evaluation,Control,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",False,8.3,8.32,,,,,25.6,Saturated green,,Cloud cover 100%,True,,,,
pond_c8879b29,West Godavari,2025-12-03,Evening,16:01,Outcome evaluation,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",False,9.7,8.4,,,,,25.8,Saturated green,,Cloud cover 100%,True,,,,
pond_9a0003fb,West Godavari,2025-12-03,Evening,15:55,Outcome evaluation,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",False,8.0,8.44,,,,,26.3,Saturated green,,Cloud cover 100%,True,,,,
pond_ca25b296,West Godavari,2025-12-03,Evening,15:45,Outcome evaluation,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO)",False,8.8,8.34,,,,,26.0,Saturated green,,Cloud cover 100%,True,,,,
pond_ca25b296,West Godavari,2025-12-03,Morning,07:58,Outcome evaluation,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.2,8.11,,0.02,0.25,,24.3,Saturated green,,Cloud cover 100%,True,,,,
pond_c8879b29,West Godavari,2025-12-03,Morning,07:49,Outcome evaluation,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.3,8.18,,0.02,0.25,,24.3,Saturated green,,Cloud cover 75%,True,,,,
pond_9a0003fb,West Godavari,2025-12-03,Morning,07:44,Outcome evaluation,Treatment,Nagaraju P.,"pH pen #14, Thermometer #2, Winkler's Method (DO), API Ammonia Test Kit",False,3.0,8.22,,0.0,0.0,,24.6,Saturated green,,Cloud cover 75%,True,,,,
pond_5f9e292b,West Godavari,2025-12-03,Morning,07:30,Outcome evaluation,Control,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Thermometer #2, Winkler's Method (DO)",False,3.0,8.1,,0.02,0.25,,24.5,Saturated green,,Cloud cover 75%,True,,,,
pond_d8d30ad3,West Godavari,2025-12-02,Morning,08:09,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.4,8.12,,0.02,0.25,,24.4,Dark green,,Sunny,True,,,,
pond_cf980f71,West Godavari,2025-12-02,Morning,08:01,Outcome evaluation,Treatment,Nagaraju P.,"API Ammonia Test Kit, pH pen #14, Winkler's Method (DO), Thermometer #2",False,3.5,7.95,,0.01,0.25,,24.9,Saturated green,,Sunny,True,,,,
pond_8e6046b4,West Godavari,2025-12-02,Morning,07:52,Outcome evaluation,Control,Sanjay,"pH pen #12, Thermometer #3, Winkler's Method (DO), API Ammonia Test Kit",False,1.8,7.87,,0.01,0.25,,25.1,Dark green,,"Sunny, Cloud cover 25%",False,Dissolved Oxygen,,,
pond_283dc502,West Godavari,2025-12-02,Morning,07:45,Outcome evaluation,Treatment,Ravi,"API Ammonia Test Kit, pH pen #11, Thermometer #4, Winkler's Method (DO)",False,3.2,8.08,,0.02,0.25,,24.3,Dark green,,Sunny,True,,,,
